passer,receiver,x,y,end_x,end_y,pass_outcome,pass_length,pass_angle,minute,second,team,match_id,match_date,opponent
Ismael Koné,Atiba Hutchinson,65.1,30.1,53.5,24.6,,12.837834,-2.698848,76,19,Canada,3857276,2022-12-01,Canada
Atiba Hutchinson,Ismael Koné,71.1,15.8,64.4,27.8,,13.743726,2.080015,76,25,Canada,3857276,2022-12-01,Canada
Ismael Koné,Alistair Johnston,63.4,35.2,77.7,51.9,,21.985905,0.8626634,76,27,Canada,3857276,2022-12-01,Canada
Alistair Johnston,Ismael Koné,77.7,48.9,66.4,28.6,,23.233166,-2.078731,76,29,Canada,3857276,2022-12-01,Canada
Ismael Koné,Atiba Hutchinson,81.1,26.3,77.0,14.9,,12.114867,-1.9160413,76,36,Canada,3857276,2022-12-01,Canada
Atiba Hutchinson,Kamal Miller,77.0,13.2,87.7,1.0,Out,16.227446,-0.8508069,76,37,Canada,3857276,2022-12-01,Canada
Achraf Hakimi Mouh,Youssef En-Nesyri,33.2,80.0,51.6,75.7,Incomplete,18.895767,-0.22957551,77,2,Morocco,3857276,2022-12-01,Morocco
Atiba Hutchinson,David Wallace Wotherspoon,68.5,4.4,75.3,7.7,,7.558439,0.45181385,77,4,Canada,3857276,2022-12-01,Canada
Kamal Miller,Tajon Buchanan,63.1,10.9,76.4,5.1,,14.509652,-0.41122654,77,15,Canada,3857276,2022-12-01,Canada
Tajon Buchanan,Atiba Hutchinson,75.8,4.7,69.1,9.4,,8.184131,2.5298657,77,16,Canada,3857276,2022-12-01,Canada
Atiba Hutchinson,Tajon Buchanan,81.5,21.8,93.7,5.9,,20.041208,-0.91631764,77,22,Canada,3857276,2022-12-01,Canada
Ismael Koné,Atiba Hutchinson,82.0,58.8,78.3,47.0,,12.366487,-1.874646,77,30,Canada,3857276,2022-12-01,Canada
Atiba Hutchinson,Steven de Sousa Vitoria,78.3,46.2,61.9,45.3,,16.424677,-3.0867696,77,32,Canada,3857276,2022-12-01,Canada
Steven de Sousa Vitoria,Kamal Miller,63.1,37.4,64.9,20.7,,16.796726,-1.4634264,77,35,Canada,3857276,2022-12-01,Canada
Kamal Miller,David Wallace Wotherspoon,74.9,25.2,83.9,12.1,,15.893709,-0.968833,77,39,Canada,3857276,2022-12-01,Canada
David Wallace Wotherspoon,Tajon Buchanan,83.9,11.9,89.0,2.7,,10.519031,-1.0646212,77,41,Canada,3857276,2022-12-01,Canada
Yassine Bounou,Abderrazak Hamdallah,6.0,36.0,74.3,66.5,,74.80067,0.41998896,78,27,Morocco,3857276,2022-12-01,Morocco
Kamal Miller,Milan Borjan,24.0,26.3,2.6,61.1,,40.853397,2.1221306,78,33,Canada,3857276,2022-12-01,Canada
Atiba Hutchinson,Alistair Johnston,39.8,63.3,45.2,70.1,,8.683317,0.8996525,78,47,Canada,3857276,2022-12-01,Canada
Alistair Johnston,Steven de Sousa Vitoria,45.4,70.1,34.3,41.9,,30.30594,-1.945788,78,48,Canada,3857276,2022-12-01,Canada
Steven de Sousa Vitoria,Kamal Miller,45.0,37.8,50.9,10.6,,27.832535,-1.3571936,78,51,Canada,3857276,2022-12-01,Canada
Kamal Miller,Atiba Hutchinson,51.4,19.4,50.3,54.1,,34.71743,1.602486,78,58,Canada,3857276,2022-12-01,Canada
Atiba Hutchinson,Jonathan David,50.3,54.1,64.6,50.6,,14.722093,-0.24003637,78,59,Canada,3857276,2022-12-01,Canada
Jonathan David,Alistair Johnston,65.1,60.1,88.6,78.0,,29.54082,0.6509485,79,2,Canada,3857276,2022-12-01,Canada
Alistair Johnston,Alphonso Davies,92.9,67.3,97.2,57.7,,10.519031,-1.1496762,79,7,Canada,3857276,2022-12-01,Canada
Sofyan Amrabat,Abderrazak Hamdallah,65.7,28.2,79.0,21.3,,14.983324,-0.47857186,79,15,Morocco,3857276,2022-12-01,Morocco
Atiba Hutchinson,Jonathan David,25.3,36.3,37.0,35.7,,11.715375,-0.051237166,79,23,Canada,3857276,2022-12-01,Canada
Jonathan David,Atiba Hutchinson,37.0,35.7,32.1,28.8,,8.46286,-2.1882985,79,23,Canada,3857276,2022-12-01,Canada
Atiba Hutchinson,Tajon Buchanan,36.6,26.7,58.7,10.0,,27.70018,-0.6471112,79,25,Canada,3857276,2022-12-01,Canada
Tajon Buchanan,Alphonso Davies,70.4,5.1,100.8,14.5,,31.82012,0.29988524,79,29,Canada,3857276,2022-12-01,Canada
Jawad El Yamiq,Achraf Hakimi Mouh,3.1,74.4,26.8,75.9,,23.747421,0.06320683,79,38,Morocco,3857276,2022-12-01,Morocco
Atiba Hutchinson,David Wallace Wotherspoon,44.7,8.3,53.9,8.3,,9.2,0.0,80,18,Canada,3857276,2022-12-01,Canada
Achraf Hakimi Mouh,Abderrazak Hamdallah,50.1,80.0,77.1,74.4,,27.574627,-0.20450781,80,30,Morocco,3857276,2022-12-01,Morocco
Alistair Johnston,Jonathan David,39.8,51.7,70.0,75.7,,38.575123,0.6715021,80,37,Canada,3857276,2022-12-01,Canada
Alistair Johnston,Richie Laryea,80.7,80.0,109.6,76.5,Incomplete,29.111166,-0.12052033,80,54,Canada,3857276,2022-12-01,Canada
Alistair Johnston,Ismael Koné,104.9,80.0,82.4,76.7,,22.740713,-2.9959643,81,2,Canada,3857276,2022-12-01,Canada
Ismael Koné,Steven de Sousa Vitoria,82.0,73.7,76.6,47.7,,26.55485,-1.7755773,81,6,Canada,3857276,2022-12-01,Canada
Steven de Sousa Vitoria,Alphonso Davies,78.5,46.8,85.6,51.7,,8.626702,0.6040784,81,9,Canada,3857276,2022-12-01,Canada
Alphonso Davies,Jonathan David,84.5,51.1,89.2,37.6,,14.294754,-1.2357723,81,11,Canada,3857276,2022-12-01,Canada
Jonathan David,Kamal Miller,89.9,36.7,78.3,26.9,,15.185519,-2.440109,81,12,Canada,3857276,2022-12-01,Canada
Kamal Miller,David Wallace Wotherspoon,77.9,26.0,108.3,7.0,,35.84913,-0.5585993,81,14,Canada,3857276,2022-12-01,Canada
Alphonso Davies,Alistair Johnston,120.0,80.0,114.2,48.5,,32.02952,-1.7528838,81,58,Canada,3857276,2022-12-01,Canada
Yassine Bounou,Selim Amallah,6.0,44.0,69.2,54.7,Incomplete,64.09937,0.16771343,82,32,Morocco,3857276,2022-12-01,Morocco
Alistair Johnston,Jonathan David,39.2,31.2,56.3,43.2,,20.890429,0.6119024,82,37,Canada,3857276,2022-12-01,Canada
Jonathan David,Richie Laryea,56.3,42.7,42.4,77.4,,37.380478,1.9517995,82,39,Canada,3857276,2022-12-01,Canada
Richie Laryea,Alistair Johnston,53.7,76.7,50.9,63.3,,13.689412,-1.7767876,82,48,Canada,3857276,2022-12-01,Canada
Alistair Johnston,Atiba Hutchinson,50.7,60.9,54.8,38.0,,23.264135,-1.3936341,82,50,Canada,3857276,2022-12-01,Canada
Atiba Hutchinson,Kamal Miller,64.0,35.7,70.6,7.2,,29.25423,-1.3432288,82,53,Canada,3857276,2022-12-01,Canada
Kamal Miller,Steven de Sousa Vitoria,69.1,19.8,56.5,45.5,,28.622543,2.0266316,82,57,Canada,3857276,2022-12-01,Canada
Steven de Sousa Vitoria,Ismael Koné,62.9,46.6,68.3,51.7,,7.427651,0.7568345,83,1,Canada,3857276,2022-12-01,Canada
Ismael Koné,Kamal Miller,69.1,50.4,63.1,23.5,,27.561024,-1.7902523,83,3,Canada,3857276,2022-12-01,Canada
Kamal Miller,David Wallace Wotherspoon,69.3,20.9,91.2,4.2,,27.540878,-0.6514893,83,6,Canada,3857276,2022-12-01,Canada
Zakaria Aboukhlal,Abderrazak Hamdallah,83.3,3.4,98.7,8.7,,16.286497,0.331459,85,30,Morocco,3857276,2022-12-01,Morocco
Abderrazak Hamdallah,Zakaria Aboukhlal,98.7,9.3,89.9,13.4,,9.708244,2.7055879,85,31,Morocco,3857276,2022-12-01,Morocco
Milan Borjan,Atiba Hutchinson,7.0,36.1,20.4,31.4,,14.200352,-0.3373395,85,44,Canada,3857276,2022-12-01,Canada
Atiba Hutchinson,Jonathan David,27.6,29.7,47.3,28.4,,19.742847,-0.065894306,85,47,Canada,3857276,2022-12-01,Canada
Jonathan David,Atiba Hutchinson,47.1,28.2,33.6,19.2,,16.224981,-2.55359,85,48,Canada,3857276,2022-12-01,Canada
Yassine Bounou,Abderrazak Hamdallah,14.8,35.9,86.0,24.3,Incomplete,72.138756,-0.16150239,86,15,Morocco,3857276,2022-12-01,Morocco
Steven de Sousa Vitoria,Richie Laryea,34.1,55.8,42.0,74.0,,19.840614,1.1612719,86,19,Canada,3857276,2022-12-01,Canada
Richie Laryea,Alistair Johnston,42.0,74.0,27.4,63.7,,17.867569,-2.5271986,86,22,Canada,3857276,2022-12-01,Canada
Alistair Johnston,Milan Borjan,22.1,59.8,6.2,43.8,,22.556818,-2.3530598,86,25,Canada,3857276,2022-12-01,Canada
Milan Borjan,Richie Laryea,6.2,48.1,36.0,77.0,,41.512047,0.77006716,86,29,Canada,3857276,2022-12-01,Canada
Steven de Sousa Vitoria,David Wallace Wotherspoon,33.8,56.4,61.4,44.9,Incomplete,29.9,-0.39479113,87,10,Canada,3857276,2022-12-01,Canada
Atiba Hutchinson,David Wallace Wotherspoon,60.1,31.2,76.0,7.9,,28.208155,-0.971978,87,24,Canada,3857276,2022-12-01,Canada
David Wallace Wotherspoon,Tajon Buchanan,76.2,6.6,87.7,4.4,,11.708544,-0.18902054,87,27,Canada,3857276,2022-12-01,Canada
Tajon Buchanan,Kamal Miller,87.3,7.9,69.6,13.2,,18.47647,2.8506544,87,30,Canada,3857276,2022-12-01,Canada
Kamal Miller,Alphonso Davies,76.8,14.7,94.6,25.0,,20.565262,0.5245743,87,35,Canada,3857276,2022-12-01,Canada
Steven de Sousa Vitoria,Kamal Miller,57.6,31.2,65.5,17.5,,15.81455,-1.0477287,87,43,Canada,3857276,2022-12-01,Canada
Kamal Miller,Steven de Sousa Vitoria,66.8,13.9,58.7,33.3,,21.023083,1.9663192,87,45,Canada,3857276,2022-12-01,Canada
Yassine Bounou,Selim Amallah,40.5,58.1,92.7,40.8,,54.992092,-0.3200254,88,28,Morocco,3857276,2022-12-01,Morocco
Steven de Sousa Vitoria,Alistair Johnston,45.2,49.4,56.1,61.6,,16.360012,0.8416159,88,55,Canada,3857276,2022-12-01,Canada
Steven de Sousa Vitoria,Jonathan David,55.9,58.1,63.6,74.4,,18.027203,1.1294775,89,0,Canada,3857276,2022-12-01,Canada
Jonathan David,Richie Laryea,65.5,75.5,81.3,78.2,,16.029036,0.16925122,89,2,Canada,3857276,2022-12-01,Canada
Jonathan David,Richie Laryea,81.3,63.9,76.0,73.5,,10.965857,2.0752375,89,7,Canada,3857276,2022-12-01,Canada
Yahya Jabrane,Yassine Bounou,21.9,11.7,6.0,35.7,,28.78906,2.1559088,89,14,Morocco,3857276,2022-12-01,Morocco
Yassine Bounou,Youssef En-Nesyri,6.5,35.4,63.2,68.8,,65.80615,0.53234047,89,17,Morocco,3857276,2022-12-01,Morocco
Milan Borjan,Steven de Sousa Vitoria,7.0,36.1,13.7,44.4,,10.666771,0.891663,89,31,Canada,3857276,2022-12-01,Canada
Steven de Sousa Vitoria,Ismael Koné,15.4,45.3,26.4,44.9,,11.00727,-0.03634762,89,33,Canada,3857276,2022-12-01,Canada
Atiba Hutchinson,David Wallace Wotherspoon,64.6,29.7,81.3,3.8,,30.817204,-0.9980941,89,48,Canada,3857276,2022-12-01,Canada
David Wallace Wotherspoon,Ismael Koné,81.1,10.2,68.5,37.8,,30.340073,1.9990605,89,55,Canada,3857276,2022-12-01,Canada
Ismael Koné,Alistair Johnston,67.2,42.7,74.3,58.8,,17.596022,1.1554571,89,58,Canada,3857276,2022-12-01,Canada
Alistair Johnston,Steven de Sousa Vitoria,71.1,56.6,58.4,44.0,,17.889942,-2.360147,90,0,Canada,3857276,2022-12-01,Canada
Steven de Sousa Vitoria,Kamal Miller,62.1,40.6,69.8,17.3,,24.539356,-1.251623,90,3,Canada,3857276,2022-12-01,Canada
Kamal Miller,Tajon Buchanan,79.6,16.9,93.5,4.4,,18.69385,-0.73241746,90,7,Canada,3857276,2022-12-01,Canada
Alphonso Davies,Atiba Hutchinson,93.1,45.1,96.3,35.9,,9.740637,-1.2360595,90,18,Canada,3857276,2022-12-01,Canada
Atiba Hutchinson,Ismael Koné,95.7,35.0,80.9,32.7,,14.97765,-2.9874206,90,19,Canada,3857276,2022-12-01,Canada
Ismael Koné,Kamal Miller,80.9,32.7,64.2,19.8,,21.102133,-2.4838746,90,21,Canada,3857276,2022-12-01,Canada
Kamal Miller,Ismael Koné,63.8,19.4,75.1,12.6,,13.188252,-0.5417199,90,23,Canada,3857276,2022-12-01,Canada
Ismael Koné,Jonathan David,65.7,23.1,76.6,67.5,,45.718376,1.3300617,90,28,Canada,3857276,2022-12-01,Canada
Jonathan David,Steven de Sousa Vitoria,74.1,64.6,60.6,42.3,,26.067987,-2.115163,90,33,Canada,3857276,2022-12-01,Canada
Steven de Sousa Vitoria,Kamal Miller,60.8,38.9,68.5,22.0,,18.571484,-1.1432775,90,36,Canada,3857276,2022-12-01,Canada
Kamal Miller,Tajon Buchanan,75.1,18.8,95.4,4.2,,25.005,-0.6235038,90,39,Canada,3857276,2022-12-01,Canada
Tajon Buchanan,Richie Laryea,98.0,4.9,113.4,11.3,,16.67693,0.39386863,90,41,Canada,3857276,2022-12-01,Canada
Richie Laryea,Jonathan David,112.6,24.6,105.7,31.0,,9.411163,2.3937707,90,48,Canada,3857276,2022-12-01,Canada
Yahya Jabrane,Youssef En-Nesyri,14.6,55.3,8.4,68.8,,14.8556385,2.0013235,90,51,Morocco,3857276,2022-12-01,Morocco
Kamal Miller,Ismael Koné,70.4,0.1,76.4,9.4,,11.06752,0.9978302,90,57,Canada,3857276,2022-12-01,Canada
Ismael Koné,Kamal Miller,75.8,9.4,48.8,10.4,,27.018513,3.1045725,90,58,Canada,3857276,2022-12-01,Canada
Kamal Miller,Ismael Koné,50.1,12.1,69.1,8.1,,19.416489,-0.20749623,91,4,Canada,3857276,2022-12-01,Canada
Ismael Koné,Tajon Buchanan,71.7,8.1,93.5,4.4,,22.111761,-0.16812265,91,6,Canada,3857276,2022-12-01,Canada
Tajon Buchanan,Alphonso Davies,98.6,8.3,111.5,7.4,,12.931357,-0.06965458,91,10,Canada,3857276,2022-12-01,Canada
Alphonso Davies,Milan Borjan,108.1,0.1,95.0,13.2,,18.526197,2.3561945,91,51,Canada,3857276,2022-12-01,Canada
Milan Borjan,Richie Laryea,94.4,14.3,109.3,43.2,Pass Offside,32.51492,1.0947697,91,54,Canada,3857276,2022-12-01,Canada
Yassine Bounou,Selim Amallah,17.8,38.4,83.9,8.1,Incomplete,72.71382,-0.42981437,92,51,Morocco,3857276,2022-12-01,Morocco
Zakaria Aboukhlal,Abderrazak Hamdallah,72.8,0.1,90.5,4.0,,18.124569,0.21687362,93,10,Morocco,3857276,2022-12-01,Morocco
Abderrazak Hamdallah,Zakaria Aboukhlal,91.6,4.9,83.1,9.6,,9.712878,2.6364942,93,11,Morocco,3857276,2022-12-01,Morocco
Alistair Johnston,Tajon Buchanan,33.2,68.6,24.2,39.1,,30.84234,-1.8669115,93,16,Canada,3857276,2022-12-01,Canada
Tajon Buchanan,Jonathan David,42.2,34.6,61.6,7.9,,33.003788,-0.9424456,93,22,Canada,3857276,2022-12-01,Canada
Jonathan David,Alphonso Davies,60.1,17.3,98.0,66.3,,61.94683,0.9124432,93,27,Canada,3857276,2022-12-01,Canada
Alphonso Davies,Alistair Johnston,98.0,66.3,89.2,69.7,,9.433981,2.7728968,93,29,Canada,3857276,2022-12-01,Canada
Alistair Johnston,Ismael Koné,89.2,68.0,90.5,58.3,,9.786726,-1.4375696,93,32,Canada,3857276,2022-12-01,Canada
Kamal Miller,Tajon Buchanan,71.5,28.0,94.8,13.9,,27.234169,-0.5441978,93,38,Canada,3857276,2022-12-01,Canada
Sofyan Amrabat,Abderrazak Hamdallah,30.4,56.2,42.0,59.2,,11.981652,0.25307566,93,42,Morocco,3857276,2022-12-01,Morocco
Abderrazak Hamdallah,Sofyan Amrabat,42.0,59.2,41.1,66.7,,7.553807,1.6902252,93,43,Morocco,3857276,2022-12-01,Morocco
Sofyan Amrabat,Youssef En-Nesyri,50.5,72.2,63.8,76.1,,13.860014,0.2852371,93,45,Morocco,3857276,2022-12-01,Morocco
Youssef En-Nesyri,Abderrazak Hamdallah,74.7,73.3,86.7,42.9,,32.682716,-1.1948354,93,48,Morocco,3857276,2022-12-01,Morocco
